review,rating,date,title
전 별로재미없었어요  마지막에만 빼고  그래서 6.8점정도요,7,2018.05.29,인피니티 워
역시 어벤져스는... 짱입니다용~1200만가즈아~,10,2018.05.29,인피니티 워
그루트 너무 귀여워요!!!,3,2018.05.28,인피니티 워
오우야~기대딱이다!!!!!기대이상은 아니지만 그래도 괜찮았다.,8,2018.05.28,인피니티 워
한번은 봐줄만,7,2018.05.28,인피니티 워
진짜 재미있음,10,2018.05.28,인피니티 워
복선이 너무 많다....부족한 스토리를 영상으로 커버 한건지 아니면 다음편을 위해 남겨둔건지.....등장 캐릭터들의 비중에 너무 신경을 쓴건가....ㅎㅎ,8,2018.05.28,인피니티 워
재미 있어요!,9,2018.05.27,인피니티 워
천상의 영화,9,2018.05.27,인피니티 워
잘 봤어요,9,2018.05.27,인피니티 워
쓰레기,1,2018.05.27,인피니티 워
빨리 후속편 보고 싶어!,10,2018.05.27,인피니티 워
그렇게 엄청 나게 재미있진 않았다..솔직히..,5,2018.05.26,인피니티 워
넘나 재미있는것 마블 친추 카카오톡으로 하삼,10,2018.05.25,인피니티 워
너무 압도적이라 머리가 다 아플지경.. 10여년을 이어온 완벽한 대서사시 어벤져스를 더이상 단순 히어로물이라 말하고 싶지않다 mcu를 제대로 알지 못한다면 재미가 반감될수도.,10,2018.05.25,인피니티 워
몰입도는 최강이었다 스토리를 이해할수있는 자만이 즐길수있는 영화다,9,2018.05.25,인피니티 워
오늘가서 봤는데 전반적으로 잘 만들었다. 아쉬운 점은 딱 한 개 보이던데 와칸다 전투씬이 뭔지 모르게 빈약했다는 점... 히어로들 협동플레이 공격도 어벤져스 1편만큼은 아니지만 볼만 했고 특히나 여러 시간대에 각 히어로들의 위치가 달라 자칫 서로 어긋날수도 있는 스토리라인을 다행히 흐름에 맞게 잘 배치했다. 쿠키영상은 편하게 보기위해 남겨두고 나왔다.  결론 돈 안아깝다. 괜찮다.,8,2018.05.25,인피니티 워
"닥터 스트레인지 본인이 죽었는데, 어떻게 그 다음 미래를 볼 수 있는 걸까??",10,2018.05.25,인피니티 워
역시 실망시키지 않아요 어벤져스.,10,2018.05.24,인피니티 워
번역가가 내 최애 닥스를 쓰레기로 만듬,5,2018.05.24,인피니티 워
개인적으로 대적 불가 헐크를 너무 바보로 만들었어요 ㅎㅎ,10,2018.05.24,인피니티 워
좀 아쉽긴했지만 재미있었어요,9,2018.05.24,인피니티 워
호불호는 갈리겠지만 어벤져스영화중 가장수작이고 가장 큰재미를느낀영화였습니다 많으 등장인물과 빨리바뀌는 장소와 인물로 눈은 피로했지만 충분하게 보상받을만한 영화였습니다 최고였습니다,10,2018.05.23,인피니티 워
우리고 또 우리고...사골 영화 지겹다...,1,2018.05.23,인피니티 워
2번이나 봤고 재밌게봤다  이게0점 이라는 평점 테러는 뭐냐?   영화는 본거냐??,9,2018.05.23,인피니티 워
내가 본 영화중에 최악이다. 이게 영화냐 맥락도 없고 내용도 없구 감동도 없구 재미두 없구 저질 저질 진짜로 저질영화,0,2018.05.23,인피니티 워
와 정말 재밌더라. 전편에선 히어로들이 많아서 산만하게 느껴졌는데 이번엔 공간이 나뉘어져서 캐릭터들의 매력도 잘 살린듯. 근데 오역땜에 말이 많아서 보기전엔 별 상관있겠나 했는데 관람 후 찾아보니 심하더라.,10,2018.05.23,인피니티 워
기존  어벤저스나  토르  가오갤  시리즈를  모르고선  살짝  이해불가  일수도...,8,2018.05.23,인피니티 워
그닥,0,2018.05.23,인피니티 워
어벤져스 처음 봤는데도 되게 재밌게봄 굳굳,9,2018.05.23,인피니티 워
역시 어벤져스 히어로들 열심히 가요 근데 맨티스는 왜 조연 어이가 없음,10,2018.05.22,인피니티 워
최고의 오락영화. 그이상도 이하도 아니다.,8,2018.05.22,인피니티 워
ㄱㅊ,10,2018.05.22,인피니티 워
정말로 재미있다 인피니티 스톤도 다 멋있고 많은 싸움이 있어서 마블 중 제일 재미있는 영화 그 중 토니 스타크가 제일 멋잇음,10,2018.05.22,인피니티 워
그냥 시간 보내기 좋은 영화. 선악구조 속에 반전도 없는 뻔한 스토리.,2,2018.05.22,인피니티 워
인피니티 워가 제일 재밌네요! 어벤져스 4가 어떻게 될지 궁금하네요!,10,2018.05.22,인피니티 워
대작,10,2018.05.22,인피니티 워
모든것은 시간만 돌리면 처리할 수 있다. 시나리오 작가를 잡아다 족치고 싶다.,6,2018.05.22,인피니티 워
번역이 말아먹은 대작,1,2018.05.22,인피니티 워
dc영화가 덜 화려함에도 끌리는 이유는 철학 때문이다.  물론 새로나온 슈퍼맨이나 수어사이드 부터는 그런게 없지만 타노스의 아주 개똥같은 아무튼 그런 철학을 담고자하는 것은 조금 인정해주고 싶다.,7,2018.05.22,인피니티 워
"평점 짜게준다는 평론가들이 7~8점 줬는데 말 다한거 아니냐.. 재미없다는사람들은 전편들 안봐서 이해가 안간거지 왜 그걸 영화탓을하지? 너넨 아침에 일어나자마자 소고기가 먹고싶니? 아침엔 간단하게 먹고 점심은 어느정도 배차게 먹고 저녁은 풍족하게 먹는것처럼, MCU영화도 1편들부터 찬찬히 보면서 세계관 이해하고나서 인피니티워 봐야 재미를 느끼는거다. 아침부터 고기먹으러고하니 탈이나지. 영화의 부족했던점은 어쩔수 없는 부분이겠지만... 원래 적어도 파트4개로 나눠졌어야 할 영화가 2편으로 압축된거다보니 전개가 급한감이 있는거같았긴함. 근데 어쩔수 없는 부분이니 이해함.",9,2018.05.22,인피니티 워
중1 딸포함 3식구가 보았는데  3명다 보다가 잠들었음.... 이게 무슨 영화냐.....  내일생에 제일 재미없는 최악의 영화...  그리고 이게 어찌 천만관객이 넘었는지 모르겠다....    이런식으로 사람들 사기성으로 보게 하지마라....,0,2018.05.22,인피니티 워
마블팬으로 흥분이 사라지지 않는구나...번역이 개판이네,8,2018.05.22,인피니티 워
심야로 보고왔는데 시간가는줄 몰랐어요.,10,2018.05.22,인피니티 워
액션이 엄청 화려 ㄷㄷ,10,2018.05.22,인피니티 워
멋지다,7,2018.05.22,인피니티 워
꿀잼,10,2018.05.22,인피니티 워
정말 재미없었어요,1,2018.05.22,인피니티 워
엄청집중하면서봤네요. 간만에 재미있는 영화~~,10,2018.05.21,인피니티 워
영화 자체 분위기도 확실하고 내용이 가면갈수록 흥미진지해짐 어벤져스4가 기대가될  저도ㅇㅁㅇ!,10,2018.05.21,인피니티 워
평점이 왜이래 난마블팬으로써 굉장히 내용 전달 잘되던데 ㅋㅋㅋㅋㅋ 평점이상하게준사람들 마블영화 첨부터 다시보세요 ㅋㅋ,10,2018.05.21,인피니티 워
드래곤볼과 비슷. 6개 큐빅 모아서 세계 최강이 되려하는데 사실 큐빅 모으기 전에 사실상 이미 최강.ㅋㅋ 센놈 죽이면 더 센놈 나타나고 더 센놈 죽이면 더더 센놈 나타나서 끝나지 않는 이야기. 가면 갈수록 반복되고 이야기는 허접해지고 재미없어지는 구조.,1,2018.05.21,인피니티 워
처음부터 끝까지 착한 편과 나쁜 편의 싸움으로만 일관하는 무재미.,2,2018.05.21,인피니티 워
내용이 황당함~~~,3,2018.05.21,인피니티 워
어벤져스 다큐멘터리화,7,2018.05.21,인피니티 워
배우들의 면면때문에 억지로 6점을 준다.. 시나리오 인과관계없음. 어거지 플로우.. 뜬금없는 유머코드.. 천문학적인 돈을  쓰고 전문학적인 개봉관을 획득한 영화.. 도저히 양심상 호평을 할수없다.,6,2018.05.21,인피니티 워
별루. 흔한cg와   언제나 볼수있었던 장면 긴장감과 줄거리내용이 없음. 평범하다. 그리고 마지막 엔딩은 너무 허무함과 연결성이 없다. 아쉽다,1,2018.05.21,인피니티 워
별루... 만화로 보는게 더 상상력 자극 하고 재미있음. The exile -craig washington-책도 재미있음 추천,3,2018.05.20,인피니티 워
히어로 서커스 ▶ 주먹불끈  ▶ 상황 종료.....그리고 무한반복...하다 끝,4,2018.05.20,인피니티 워
최고,10,2018.05.20,인피니티 워
"정말 완벽한 영화이다. 1000만 관중,10주년 에 맞춰서 개봉한 뜻깊은 영화이다",10,2018.05.20,인피니티 워
재미있다,10,2018.05.20,인피니티 워
드럽게 잼없더라 돈내고 보지마라 돈  아깐다 나처럼 토랜트로 다운받고 봐라,1,2018.05.20,인피니티 워
이제야 진실을 알았다..평점을 믿으면 안된다는 것을..앞으로 최악의 평점을 준 사람들의 말만 믿어야지..어벤져스...내 생에 최악의 영화였다.동감할수 없는 미국식 유머..쓸데없는 말장난..몰입감 최악..스토리전개 엉망..이상한 마무리..,0,2018.05.20,인피니티 워
눈요기감으로 보긴 좋다. 마지막 앤딩부분은 후속편을 예감하는 궁굼점만 남기고 깔끔한 마무리가 없는게 아쉬운 부분이다. 먼지처럼 사라진 영웅들은 어떻게 된것일까?,8,2018.05.20,인피니티 워
그냥 저냥,5,2018.05.20,인피니티 워
멋있는 액션과 동시에 슬픈 장면도 있는 영화,10,2018.05.20,인피니티 워
뭐 재미와 진행이 가득하다,10,2018.05.20,인피니티 워
빠른전개가 아쉽진 하지만 그걸 먹어버리는 액션/효과,9,2018.05.20,인피니티 워
뭐래?,1,2018.05.20,인피니티 워
"롸벗이 나오는데 무슨 말이 필요해  거기에 톰 홀랜드 까지,, 마블한테 감사할 따름이지 영화 내주셨으니 넙죽 받아먹겠습니다",10,2018.05.20,인피니티 워
볼만혀,7,2018.05.20,인피니티 워
볼만해,6,2018.05.19,인피니티 워
오늘 친구들이랑 보고왔는데 진짜 완전 캡틴 개멋있었어요..♡아 근데 마지막에 가루돼면서 죽는거보고 진짜 완전 슬펐어요ㅠㅠㅠ,10,2018.05.19,인피니티 워
제발 다음엔 번역가좀 바꿔라 네티즌들덕분에 알았다,8,2018.05.19,인피니티 워
이런.......속았다.......ㅠㅠ,5,2018.05.19,인피니티 워
미친 타노스그위에 또 미친 스토리,10,2018.05.19,인피니티 워
보는네네 충격받음,10,2018.05.19,인피니티 워
"어벤져스4도 기다려지지만 앤트맨, 캡틴마블이 더 기다려지게 만든 어벤져스3!!!",10,2018.05.18,인피니티 워
"3번 자다깨다...이런 잡탕짬봉 히어로물 개짜증. 악당이 구슬6개모으면 신이 되는데,짬뽕들이 막다가 못막고 끝...",0,2018.05.18,인피니티 워
이 영화는 무조건 백점,10,2018.05.18,인피니티 워
지루하고 답답하고 개연성 엄고,6,2018.05.18,인피니티 워
평점 한 두개 줬다는 사람들은 억지입니다 제가 여테까지 미국 같은데 가면서 아주많이 마블 영화른 봐왓는데 재밋긴 진짜 재밌습니다 다만 자막이 좀ㅡㅡ,9,2018.05.18,인피니티 워
마블의 웅장함~,8,2018.05.17,인피니티 워
스토리 흐름을 틀어버리는 자막이 안티,7,2018.05.17,인피니티 워
시간 가는줄 모르고 즐겼음. 내년 마무리 기다리며 중간중간 연결 작품들도 기대합니다.,10,2018.05.17,인피니티 워
예고편인줄 알면 안보러 갔을것,7,2018.05.17,인피니티 워
다음편은 도대체 언제나오는가 !!,10,2018.05.17,인피니티 워
개꿀잼,10,2018.05.17,인피니티 워
정말 재밌게 봤습니다. 마블 역사상 최고의 스릴을...... 제가 마블 영화를 거의 다 봤는데 인피니티워 이 녀석... 스포를 하자면 음.. 그래! 타노스가 사람 잡네!! 인피니티 스톤 다 모아 손가락 튕기질 않나...ㅋㅋ 마블은 사랑입니다!!!,10,2018.05.16,인피니티 워
재미있음,10,2018.05.16,인피니티 워
빌런은 이렇게 만드는거다.자칫 억지스러울수 있던 스톤모으는 과정을MCU가 만든 타노스라는 캐릭터와 브롤린의 연기로 충분히 설득시켰다.,9,2018.05.16,인피니티 워
시리즈 중 최고.,10,2018.05.16,인피니티 워
재미없다는 댓글다는사람들 대부분 그냥 이번편만 본 사람들인듯....전편들좀 보고와라...졸 재밌더구만,10,2018.05.16,인피니티 워
"마블 팬들한테는... 과자종합선물 세트 같은 느낌 ? 마지막 장면도 나쁘지.않았음. 내년을 기다려야.,할듯",8,2018.05.16,인피니티 워
유치함. 리얼리티스톤 하나만으로도 히어로들 다 발라버릴것 같은데 굳이 몸을 쓰는 타노스를 보는 어이없음. 아무리 논리 따윈 개 준다는 MCU라지만 최소한의(외계행성에서 아무렇지도 않개 숨을 쉬는 따위의) 논리마저도 밥말아드신 그냥 아동용 히어로피규어무비.,6,2018.05.16,인피니티 워
만화영화 같음,2,2018.05.16,인피니티 워
영화관에서 졸아보긴 첨. 이게 영화냐? 스맛폰 게임 극장판이지.,1,2018.05.15,인피니티 워
학원 안 가고 보니 꾸르잼,10,2018.05.15,인피니티 워
스케일크고웅장하다.     대박재밌게봤어요 안봤으면 후회했을듯,10,2018.05.15,인피니티 워
뭥미?,1,2018.05.15,인피니티 워
박지훈 번역 제발 빼라고,1,2018.05.15,인피니티 워
"밸붕 맛이가네.. 완다, 비젼 쩔쩔매는데 인간 위도우 발차기로 평정ㅋㅋㅋ  캡아 타노스 맞짱ㅋㅋㅋ 적당히 하자 진짜 요즘 헐리웃영화 보면 공장에서 찍어내는 정크푸드같은 느낌.. 새로울게 없어 그냥 돈 많이 들인거에 박수!!!",2,2018.05.15,인피니티 워
"정말 너무 재밌어서 놀랐을 지경..다 봤던 어벤져스 시리즈를 보고 싶게 만들고,세계관을 다시 생각해볼 수 있게 해준 영화!",10,2018.05.15,인피니티 워
cg는 최고임 흥행잘되는데는 이유가 있지,5,2018.05.15,인피니티 워
결국 드레곤볼처럼 죽은 애들 살리고 뭐 그런거야,8,2018.05.14,인피니티 워
제목으로 암시를 줬다지만 너무하다 허무해진 상실감을 어떻게 채우려고...,6,2018.05.14,인피니티 워
마지막 까지 잘보다 이런심정이였음???? 뭐여????,5,2018.05.14,인피니티 워
어벤져스 : 에이지 오브 타노스,8,2018.05.14,인피니티 워
"마블을 좋아해서 한 편도 빼놓지 않고 다 챙겨본 사람인데...개인적으로 마블 시리즈 중에서 가장 실망이 컸던 작품이네요... 그동안 쌓아왔던 캐릭터들이 너무 의미없이 소모돼버렸고, 이야기도 납득안가는 부분들이 꽤 됐었네요..... 기대가 너무 컸던 걸까요?? 저한테는 너무 많은 걸 담으려다 무소유를 실천한 것 같은 영화였습니다.",0,2018.05.14,인피니티 워
